,offer_id_rec,viewed_rate,completed_rate,tra_offer_infl,valid_view_rate,completed_after_view_rate,reward_won,offer_reward,offer_difficulty,offer_type,user_id
0,5,1,1,71,1.0,0.0,3.0,3,7,discount,5400
1,9,1,1,46,1.0,1.0,2.0,2,10,discount,5400
2,2,1,0,73,1.0,,0.0,0,0,informational,5400
3,1,1,1,14,1.0,1.0,10.0,10,10,bogo,5400
4,7,1,0,0,1.0,,0.0,0,0,informational,5400
0,2,1,0,0,1.0,,0.0,0,0,informational,4692
1,7,1,0,0,1.0,,0.0,0,0,informational,4692
2,0,0,0,0,,,0.0,10,10,bogo,4692
3,6,1,0,0,1.0,,0.0,2,10,discount,4692
0,4,0,0,0,,,0.0,5,20,discount,4693
1,2,0,0,0,,,0.0,0,0,informational,4693
2,1,1,0,15,1.0,,0.0,10,10,bogo,4693
3,7,1,0,0,0.0,,0.0,0,0,informational,4693
4,3,0,0,0,,,0.0,5,5,bogo,4693
0,3,1,1,143,1.0,1.0,10.0,5,5,bogo,4694
1,8,1,1,14,1.0,1.0,5.0,5,5,bogo,4694
2,6,1,1,158,1.0,1.0,2.0,2,10,discount,4694
0,4,1,1,30,1.0,1.0,5.0,5,20,discount,6219
1,2,1,0,11,1.0,,0.0,0,0,informational,6219
2,1,1,1,57,1.0,0.0,10.0,10,10,bogo,6219
3,3,1,1,50,1.0,1.0,10.0,5,5,bogo,6219
4,6,1,1,57,1.0,0.0,2.0,2,10,discount,6219
0,9,1,1,128,1.0,1.0,2.0,2,10,discount,4695
1,7,1,0,0,0.0,,0.0,0,0,informational,4695
2,6,1,1,333,1.0,0.5,4.0,2,10,discount,4695
0,1,1,0,0,1.0,,0.0,10,10,bogo,4696
1,7,0,0,0,,,0.0,0,0,informational,4696
2,0,0,1,0,,0.0,10.0,10,10,bogo,4696
3,6,1,0,0,1.0,,0.0,2,10,discount,4696
0,5,1,0,0,1.0,,0.0,3,7,discount,1947
1,9,1,0,0,1.0,,0.0,2,10,discount,1947
2,1,1,0,0,1.0,,0.0,10,10,bogo,1947
3,0,1,0,0,1.0,,0.0,10,10,bogo,1947
4,6,1,0,0,1.0,,0.0,2,10,discount,1947
0,4,0,0,0,,,0.0,5,20,discount,4698
1,9,0,0,0,,,0.0,2,10,discount,4698
2,1,1,0,5,1.0,,0.0,10,10,bogo,4698
3,7,1,0,0,1.0,,0.0,0,0,informational,4698
0,5,1,1,40,1.0,1.0,6.0,3,7,discount,4700
1,9,1,1,0,1.0,0.0,2.0,2,10,discount,4700
2,1,1,1,68,1.0,1.0,10.0,10,10,bogo,4700
3,6,1,1,53,1.0,1.0,2.0,2,10,discount,4700
0,4,0,0,0,,,0.0,5,20,discount,4702
1,9,1,0,3,1.0,,0.0,2,10,discount,4702
2,7,1,0,8,1.0,,0.0,0,0,informational,4702
3,8,1,0,13,1.0,,0.0,5,5,bogo,4702
0,7,1,0,26,1.0,,0.0,0,0,informational,4703
1,3,0,1,0,,0.0,5.0,5,5,bogo,4703
2,0,1,1,133,1.0,0.5,20.0,10,10,bogo,4703
3,8,1,1,137,1.0,1.0,5.0,5,5,bogo,4703
0,5,1,1,54,1.0,1.0,3.0,3,7,discount,4704
1,7,1,0,0,1.0,,0.0,0,0,informational,4704
2,0,1,1,56,1.0,0.0,10.0,10,10,bogo,4704
0,2,1,0,14,1.0,,0.0,0,0,informational,4705
1,7,1,0,0,1.0,,0.0,0,0,informational,4705
2,3,1,1,47,1.0,1.0,10.0,5,5,bogo,4705
3,8,1,1,34,1.0,1.0,5.0,5,5,bogo,4705
0,1,1,1,166,1.0,0.5,20.0,10,10,bogo,4706
1,7,1,0,0,1.0,,0.0,0,0,informational,4706
2,3,0,1,0,,0.0,5.0,5,5,bogo,4706
3,6,1,1,184,1.0,1.0,2.0,2,10,discount,4706
0,4,0,1,0,,0.0,5.0,5,20,discount,11515
1,2,1,0,17,1.0,,0.0,0,0,informational,11515
2,1,1,1,58,1.0,1.0,20.0,10,10,bogo,11515
3,3,1,1,26,1.0,1.0,5.0,5,5,bogo,11515
4,6,1,1,44,1.0,0.0,2.0,2,10,discount,11515
0,4,1,1,71,1.0,0.0,5.0,5,20,discount,4710
1,7,1,0,21,1.0,,0.0,0,0,informational,4710
2,8,1,1,69,1.0,1.0,10.0,5,5,bogo,4710
0,4,0,0,0,,,0.0,5,20,discount,4711
1,5,1,0,6,1.0,,0.0,3,7,discount,4711
2,7,1,0,5,1.0,,0.0,0,0,informational,4711
3,6,1,0,5,1.0,,0.0,2,10,discount,4711
0,9,1,1,59,1.0,1.0,2.0,2,10,discount,6420
1,1,1,1,59,1.0,1.0,10.0,10,10,bogo,6420
2,3,0,1,0,,0.0,5.0,5,5,bogo,6420
3,0,1,1,155,1.0,1.0,20.0,10,10,bogo,6420
0,9,1,0,0,1.0,,0.0,2,10,discount,4713
1,7,1,0,0,1.0,,0.0,0,0,informational,4713
2,0,1,0,0,1.0,,0.0,10,10,bogo,4713
3,8,1,0,0,1.0,,0.0,5,5,bogo,4713
4,6,1,0,0,1.0,,0.0,2,10,discount,4713
0,9,1,0,2,1.0,,0.0,2,10,discount,4716
1,1,1,0,4,1.0,,0.0,10,10,bogo,4716
2,3,1,0,4,1.0,,0.0,5,5,bogo,4716
3,6,1,0,2,1.0,,0.0,2,10,discount,4716
0,4,0,1,0,,0.0,5.0,5,20,discount,4717
1,2,0,0,0,,,0.0,0,0,informational,4717
2,1,1,0,0,1.0,,0.0,10,10,bogo,4717
3,8,1,1,36,1.0,1.0,5.0,5,5,bogo,4717
0,4,1,0,0,1.0,,0.0,5,20,discount,4718
1,7,1,0,0,1.0,,0.0,0,0,informational,4718
2,0,1,0,0,1.0,,0.0,10,10,bogo,4718
3,8,1,0,0,1.0,,0.0,5,5,bogo,4718
0,5,1,0,4,1.0,,0.0,3,7,discount,4719
1,7,0,0,0,,,0.0,0,0,informational,4719
2,3,1,0,0,1.0,,0.0,5,5,bogo,4719
3,6,1,0,3,1.0,,0.0,2,10,discount,4719
0,4,1,1,0,1.0,0.0,5.0,5,20,discount,4721
1,2,1,0,32,1.0,,0.0,0,0,informational,4721
2,7,1,0,0,0.0,,0.0,0,0,informational,4721
3,3,1,1,93,1.0,0.3333333333333333,15.0,5,5,bogo,4721
0,4,1,1,45,1.0,1.0,5.0,5,20,discount,4722
1,9,1,1,56,1.0,1.0,2.0,2,10,discount,4722
2,7,1,0,55,1.0,,0.0,0,0,informational,4722
3,8,1,1,21,1.0,1.0,5.0,5,5,bogo,4722
0,5,1,0,5,1.0,,0.0,3,7,discount,7419
1,2,0,0,0,,,0.0,0,0,informational,7419
2,1,1,0,0,1.0,,0.0,10,10,bogo,7419
3,7,1,0,2,1.0,,0.0,0,0,informational,7419
4,0,1,0,5,1.0,,0.0,10,10,bogo,7419
5,6,1,0,1,1.0,,0.0,2,10,discount,7419
0,4,0,0,0,,,0.0,5,20,discount,4726
1,5,1,0,0,1.0,,0.0,3,7,discount,4726
2,2,0,0,0,,,0.0,0,0,informational,4726
3,1,1,1,14,1.0,1.0,10.0,10,10,bogo,4726
4,6,1,1,21,1.0,1.0,2.0,2,10,discount,4726
0,7,1,0,6,1.0,,0.0,0,0,informational,4727
1,3,1,1,146,1.0,0.5,10.0,5,5,bogo,4727
2,0,1,1,462,0.6666666666666666,0.6666666666666666,30.0,10,10,bogo,4727
0,2,1,0,56,1.0,,0.0,0,0,informational,4728
1,3,1,1,16,1.0,0.0,5.0,5,5,bogo,4728
2,0,1,1,25,1.0,0.0,10.0,10,10,bogo,4728
3,6,1,1,61,1.0,1.0,2.0,2,10,discount,4728
0,2,1,0,29,1.0,,0.0,0,0,informational,4730
1,7,1,0,0,0.0,,0.0,0,0,informational,4730
2,3,1,1,54,1.0,1.0,5.0,5,5,bogo,4730
3,8,1,1,0,1.0,0.0,5.0,5,5,bogo,4730
4,6,1,1,101,1.0,1.0,2.0,2,10,discount,4730
0,9,1,0,4,1.0,,0.0,2,10,discount,4732
1,2,1,0,0,1.0,,0.0,0,0,informational,4732
2,7,1,0,0,1.0,,0.0,0,0,informational,4732
3,8,1,0,3,1.0,,0.0,5,5,bogo,4732
4,6,1,1,10,1.0,1.0,2.0,2,10,discount,4732
0,4,0,0,0,,,0.0,5,20,discount,4733
1,2,1,0,3,1.0,,0.0,0,0,informational,4733
2,1,1,0,3,1.0,,0.0,10,10,bogo,4733
3,8,1,0,3,1.0,,0.0,5,5,bogo,4733
0,9,0,0,0,,,0.0,2,10,discount,4734
1,2,0,0,0,,,0.0,0,0,informational,4734
2,1,1,0,0,1.0,,0.0,10,10,bogo,4734
3,8,1,1,6,1.0,1.0,5.0,5,5,bogo,4734
0,4,0,1,0,,0.0,5.0,5,20,discount,4735
1,2,0,0,0,,,0.0,0,0,informational,4735
2,0,0,1,0,,0.0,10.0,10,10,bogo,4735
3,6,1,1,263,1.0,0.6666666666666666,6.0,2,10,discount,4735
0,5,1,1,98,1.0,1.0,3.0,3,7,discount,4738
1,1,1,1,83,1.0,1.0,20.0,10,10,bogo,4738
2,7,1,0,0,1.0,,0.0,0,0,informational,4738
3,3,0,0,0,,,0.0,5,5,bogo,4738
4,6,1,1,23,1.0,1.0,2.0,2,10,discount,4738
0,5,1,1,65,1.0,1.0,3.0,3,7,discount,4741
1,7,1,0,28,1.0,,0.0,0,0,informational,4741
2,3,0,1,0,,0.0,5.0,5,5,bogo,4741
3,6,1,1,171,1.0,0.5,4.0,2,10,discount,4741
0,5,1,0,2,1.0,,0.0,3,7,discount,4745
1,1,0,1,0,,0.0,10.0,10,10,bogo,4745
2,7,1,0,0,1.0,,0.0,0,0,informational,4745
3,6,1,1,25,1.0,1.0,2.0,2,10,discount,4745
0,5,1,0,7,0.6666666666666666,,0.0,3,7,discount,4746
1,2,1,0,0,1.0,,0.0,0,0,informational,4746
0,5,1,1,12,1.0,1.0,3.0,3,7,discount,4749
1,1,1,0,5,1.0,,0.0,10,10,bogo,4749
2,0,1,0,7,1.0,,0.0,10,10,bogo,4749
3,6,1,1,10,1.0,1.0,2.0,2,10,discount,4749
0,5,1,1,212,1.0,1.0,6.0,3,7,discount,4750
1,7,1,0,51,1.0,,0.0,0,0,informational,4750
2,6,1,1,85,1.0,1.0,2.0,2,10,discount,4750
0,4,1,0,14,1.0,,0.0,5,20,discount,4751
1,7,1,0,16,1.0,,0.0,0,0,informational,4751
2,6,1,1,16,1.0,1.0,2.0,2,10,discount,4751
0,7,1,0,0,0.0,,0.0,0,0,informational,4753
1,3,1,1,66,1.0,0.5,10.0,5,5,bogo,4753
2,0,1,1,74,1.0,1.0,10.0,10,10,bogo,4753
0,4,0,0,0,,,0.0,5,20,discount,4754
1,9,0,0,0,,,0.0,2,10,discount,4754
2,7,1,0,12,1.0,,0.0,0,0,informational,4754
3,3,0,0,0,,,0.0,5,5,bogo,4754
0,2,1,0,0,1.0,,0.0,0,0,informational,4756
1,7,1,0,0,1.0,,0.0,0,0,informational,4756
2,3,1,1,85,1.0,1.0,10.0,5,5,bogo,4756
3,8,1,1,24,1.0,1.0,5.0,5,5,bogo,4756
4,6,1,1,24,1.0,1.0,2.0,2,10,discount,4756
0,5,1,1,44,1.0,1.0,6.0,3,7,discount,4757
1,2,1,0,6,1.0,,0.0,0,0,informational,4757
2,1,1,0,10,1.0,,0.0,10,10,bogo,4757
0,2,0,0,0,,,0.0,0,0,informational,4761
1,8,1,0,0,1.0,,0.0,5,5,bogo,4761
2,6,1,0,5,1.0,,0.0,2,10,discount,4761
0,7,1,0,0,1.0,,0.0,0,0,informational,4763
1,0,1,1,10,1.0,1.0,10.0,10,10,bogo,4763
2,8,1,0,0,1.0,,0.0,5,5,bogo,4763
3,6,1,1,11,1.0,1.0,2.0,2,10,discount,4763
0,5,1,0,0,1.0,,0.0,3,7,discount,4765
1,2,0,0,0,,,0.0,0,0,informational,4765
2,1,1,0,6,1.0,,0.0,10,10,bogo,4765
3,0,1,0,7,1.0,,0.0,10,10,bogo,4765
0,4,0,1,0,,0.0,5.0,5,20,discount,4766
1,5,1,1,98,1.0,1.0,3.0,3,7,discount,4766
2,9,0,0,0,,,0.0,2,10,discount,4766
3,1,1,1,51,1.0,1.0,10.0,10,10,bogo,4766
0,5,1,1,9,1.0,1.0,3.0,3,7,discount,14254
1,2,1,0,0,1.0,,0.0,0,0,informational,14254
2,7,1,0,0,1.0,,0.0,0,0,informational,14254
3,3,1,1,0,1.0,0.0,5.0,5,5,bogo,14254
4,0,1,0,5,1.0,,0.0,10,10,bogo,14254
0,5,1,0,0,1.0,,0.0,3,7,discount,9531
1,7,0,0,0,,,0.0,0,0,informational,9531
2,6,1,1,97,1.0,1.0,4.0,2,10,discount,9531
0,2,0,0,0,,,0.0,0,0,informational,4769
1,0,1,0,2,1.0,,0.0,10,10,bogo,4769
2,8,1,0,0,1.0,,0.0,5,5,bogo,4769
0,9,1,1,16,1.0,1.0,2.0,2,10,discount,4770
1,1,1,1,26,1.0,1.0,10.0,10,10,bogo,4770
2,3,0,1,0,,0.0,5.0,5,5,bogo,4770
3,8,1,1,31,1.0,1.0,5.0,5,5,bogo,4770
0,4,0,1,0,,0.0,5.0,5,20,discount,4773
1,0,1,1,29,1.0,1.0,10.0,10,10,bogo,4773
2,8,1,1,212,1.0,0.0,5.0,5,5,bogo,4773
3,6,1,1,36,1.0,1.0,2.0,2,10,discount,4773
0,5,1,1,16,1.0,1.0,3.0,3,7,discount,4774
1,3,1,1,30,1.0,1.0,5.0,5,5,bogo,4774
0,5,1,1,7,1.0,1.0,3.0,3,7,discount,4776
1,2,0,0,0,,,0.0,0,0,informational,4776
2,7,1,0,0,1.0,,0.0,0,0,informational,4776
3,0,1,0,15,1.0,,0.0,10,10,bogo,4776
0,4,0,0,0,,,0.0,5,20,discount,4777
1,5,1,1,8,1.0,1.0,3.0,3,7,discount,4777
2,1,1,0,0,1.0,,0.0,10,10,bogo,4777
3,3,0,1,0,,0.0,5.0,5,5,bogo,4777
4,0,1,0,7,1.0,,0.0,10,10,bogo,4777
0,7,1,0,0,0.0,,0.0,0,0,informational,4778
1,0,1,0,13,1.0,,0.0,10,10,bogo,4778
2,6,1,1,101,1.0,1.0,4.0,2,10,discount,4778
0,9,0,1,0,,0.0,2.0,2,10,discount,4780
1,2,0,0,0,,,0.0,0,0,informational,4780
2,7,1,0,1,1.0,,0.0,0,0,informational,4780
3,0,1,0,15,1.0,,0.0,10,10,bogo,4780
4,8,1,1,12,1.0,1.0,5.0,5,5,bogo,4780
0,5,1,1,46,1.0,1.0,3.0,3,7,discount,4782
1,9,1,1,44,1.0,1.0,2.0,2,10,discount,4782
2,2,1,0,28,1.0,,0.0,0,0,informational,4782
3,1,1,1,44,1.0,1.0,10.0,10,10,bogo,4782
4,7,1,0,27,1.0,,0.0,0,0,informational,4782
0,1,1,1,40,1.0,1.0,10.0,10,10,bogo,4783
1,7,1,0,83,0.75,,0.0,0,0,informational,4783
2,8,1,1,25,1.0,1.0,5.0,5,5,bogo,4783
0,7,1,0,0,1.0,,0.0,0,0,informational,4784
1,3,0,1,0,,0.0,5.0,5,5,bogo,4784
2,6,1,0,3,1.0,,0.0,2,10,discount,4784
0,4,0,0,0,,,0.0,5,20,discount,4785
1,9,1,1,20,1.0,1.0,2.0,2,10,discount,4785
2,3,0,1,0,,0.0,5.0,5,5,bogo,4785
3,8,1,0,21,1.0,,0.0,5,5,bogo,4785
0,3,1,1,136,1.0,1.0,5.0,5,5,bogo,4786
1,0,1,0,0,0.0,,0.0,10,10,bogo,4786
0,5,1,1,701,1.0,1.0,6.0,3,7,discount,4787
1,2,0,0,0,,,0.0,0,0,informational,4787
2,7,1,0,0,1.0,,0.0,0,0,informational,4787
0,5,1,1,58,1.0,0.0,3.0,3,7,discount,4789
1,1,1,1,0,1.0,0.0,10.0,10,10,bogo,4789
2,7,1,0,6,1.0,,0.0,0,0,informational,4789
3,0,1,1,52,1.0,0.0,10.0,10,10,bogo,4789
4,6,1,1,52,1.0,1.0,2.0,2,10,discount,4789
0,2,0,0,0,,,0.0,0,0,informational,4792
1,7,1,0,0,1.0,,0.0,0,0,informational,4792
2,0,1,1,26,1.0,0.0,10.0,10,10,bogo,4792
3,8,1,1,584,1.0,1.0,10.0,5,5,bogo,4792
0,4,1,1,61,1.0,1.0,5.0,5,20,discount,11952
1,5,1,1,58,1.0,0.0,3.0,3,7,discount,11952
2,2,0,0,0,,,0.0,0,0,informational,11952
3,0,1,1,61,1.0,1.0,10.0,10,10,bogo,11952
4,8,1,1,19,1.0,1.0,5.0,5,5,bogo,11952
0,2,1,0,70,1.0,,0.0,0,0,informational,4795
1,8,1,1,41,1.0,0.0,5.0,5,5,bogo,4795
2,6,1,1,67,1.0,0.0,2.0,2,10,discount,4795
0,5,1,0,2,1.0,,0.0,3,7,discount,10990
1,2,1,0,0,1.0,,0.0,0,0,informational,10990
2,3,0,0,0,,,0.0,5,5,bogo,10990
3,0,0,0,0,,,0.0,10,10,bogo,10990
4,8,0,0,0,,,0.0,5,5,bogo,10990
5,6,1,0,1,1.0,,0.0,2,10,discount,10990
0,5,1,1,19,1.0,1.0,3.0,3,7,discount,4797
1,9,0,0,0,,,0.0,2,10,discount,4797
2,2,0,0,0,,,0.0,0,0,informational,4797
0,5,1,0,11,1.0,,0.0,3,7,discount,13567
1,9,0,0,0,,,0.0,2,10,discount,13567
0,2,1,0,0,1.0,,0.0,0,0,informational,4801
1,1,1,1,57,1.0,1.0,10.0,10,10,bogo,4801
2,0,1,1,52,1.0,0.0,10.0,10,10,bogo,4801
3,6,1,1,28,1.0,1.0,2.0,2,10,discount,4801
0,2,1,0,0,1.0,,0.0,0,0,informational,4802
1,3,0,1,0,,0.0,5.0,5,5,bogo,4802
2,0,1,1,54,1.0,1.0,10.0,10,10,bogo,4802
3,8,1,0,0,1.0,,0.0,5,5,bogo,4802
0,5,1,1,8,1.0,1.0,3.0,3,7,discount,4804
1,9,1,0,8,1.0,,0.0,2,10,discount,4804
2,2,1,0,0,1.0,,0.0,0,0,informational,4804
3,3,1,0,0,1.0,,0.0,5,5,bogo,4804
4,6,1,0,5,1.0,,0.0,2,10,discount,4804
0,4,0,1,0,,0.0,5.0,5,20,discount,4806
1,5,1,1,65,1.0,1.0,3.0,3,7,discount,4806
2,1,1,0,0,1.0,,0.0,10,10,bogo,4806
3,7,1,0,0,0.0,,0.0,0,0,informational,4806
4,3,0,1,0,,0.0,5.0,5,5,bogo,4806
5,0,0,0,0,,,0.0,10,10,bogo,4806
0,1,1,0,0,0.0,,0.0,10,10,bogo,4807
1,3,1,0,10,1.0,,0.0,5,5,bogo,4807
2,8,0,0,0,,,0.0,5,5,bogo,4807
0,2,1,0,13,1.0,,0.0,0,0,informational,4809
1,7,1,0,56,1.0,,0.0,0,0,informational,4809
2,0,1,1,111,1.0,0.0,10.0,10,10,bogo,4809
0,1,1,0,0,1.0,,0.0,10,10,bogo,4810
1,0,1,0,0,1.0,,0.0,10,10,bogo,4810
0,5,0,0,0,,,0.0,3,7,discount,4812
1,9,0,0,0,,,0.0,2,10,discount,4812
2,2,0,0,0,,,0.0,0,0,informational,4812
3,7,1,0,0,1.0,,0.0,0,0,informational,4812
4,6,1,0,1,1.0,,0.0,2,10,discount,4812
0,7,1,0,19,1.0,,0.0,0,0,informational,4813
1,8,1,1,12,1.0,1.0,5.0,5,5,bogo,4813
2,6,1,1,78,1.0,1.0,4.0,2,10,discount,4813
0,9,1,1,23,1.0,1.0,2.0,2,10,discount,12101
1,2,1,0,24,1.0,,0.0,0,0,informational,12101
2,3,0,0,0,,,0.0,5,5,bogo,12101
3,0,1,1,17,1.0,1.0,10.0,10,10,bogo,12101
0,4,0,0,0,,,0.0,5,20,discount,4815
1,7,1,0,0,1.0,,0.0,0,0,informational,4815
2,3,1,0,0,1.0,,0.0,5,5,bogo,4815
3,6,1,0,0,1.0,,0.0,2,10,discount,4815
0,4,0,0,0,,,0.0,5,20,discount,4816
1,2,0,0,0,,,0.0,0,0,informational,4816
2,1,1,1,35,1.0,1.0,10.0,10,10,bogo,4816
3,7,1,0,10,1.0,,0.0,0,0,informational,4816
4,0,1,1,89,1.0,1.0,10.0,10,10,bogo,4816
0,5,1,0,6,1.0,,0.0,3,7,discount,12118
1,9,0,0,0,,,0.0,2,10,discount,12118
2,2,0,0,0,,,0.0,0,0,informational,12118
3,8,1,0,10,1.0,,0.0,5,5,bogo,12118
4,6,1,0,4,1.0,,0.0,2,10,discount,12118
0,2,1,0,50,1.0,,0.0,0,0,informational,4818
1,7,1,0,169,1.0,,0.0,0,0,informational,4818
2,3,1,1,132,1.0,0.0,5.0,5,5,bogo,4818
3,6,1,1,82,1.0,1.0,2.0,2,10,discount,4818
0,5,1,1,89,1.0,0.0,3.0,3,7,discount,4820
1,9,1,1,14,1.0,0.0,2.0,2,10,discount,4820
2,2,0,0,0,,,0.0,0,0,informational,4820
3,1,1,1,22,1.0,0.0,10.0,10,10,bogo,4820
4,7,1,0,42,1.0,,0.0,0,0,informational,4820
5,0,1,1,47,1.0,1.0,10.0,10,10,bogo,4820
0,0,1,1,68,1.0,1.0,10.0,10,10,bogo,4821
1,8,1,1,25,1.0,1.0,5.0,5,5,bogo,4821
2,6,1,1,17,1.0,1.0,2.0,2,10,discount,4821
0,4,1,0,0,1.0,,0.0,5,20,discount,4822
1,2,1,0,0,1.0,,0.0,0,0,informational,4822
2,3,1,0,0,0.6666666666666666,,0.0,5,5,bogo,4822
0,2,0,0,0,,,0.0,0,0,informational,4823
1,7,1,0,0,1.0,,0.0,0,0,informational,4823
2,0,1,1,28,1.0,1.0,10.0,10,10,bogo,4823
3,6,1,1,28,1.0,1.0,2.0,2,10,discount,4823
0,5,1,1,10,1.0,1.0,3.0,3,7,discount,4824
1,9,1,0,6,1.0,,0.0,2,10,discount,4824
2,3,1,0,0,1.0,,0.0,5,5,bogo,4824
3,0,1,0,3,1.0,,0.0,10,10,bogo,4824
4,8,0,0,0,,,0.0,5,5,bogo,4824
0,2,0,0,0,,,0.0,0,0,informational,4825
1,7,1,0,0,1.0,,0.0,0,0,informational,4825
2,8,0,1,0,,0.0,5.0,5,5,bogo,4825
3,6,1,1,67,1.0,1.0,2.0,2,10,discount,4825
0,9,1,0,12,1.0,,0.0,2,10,discount,7639
1,3,1,0,2,1.0,,0.0,5,5,bogo,7639
2,6,1,0,6,1.0,,0.0,2,10,discount,7639
0,4,1,1,74,1.0,1.0,5.0,5,20,discount,12191
1,5,1,1,51,1.0,1.0,3.0,3,7,discount,12191
2,2,1,0,20,1.0,,0.0,0,0,informational,12191
3,7,1,0,25,1.0,,0.0,0,0,informational,12191
