,offer_id_rec,viewed_rate,completed_rate,tra_offer_infl,valid_view_rate,completed_after_view_rate,reward_won,offer_reward,offer_difficulty,offer_type,user_id
71,4,1,1,28,1.0,1.0,5.0,5,20,discount,32
72,5,1,1,11,1.0,0.0,3.0,3,7,discount,32
73,2,1,0,28,1.0,,0.0,0,0,informational,32
74,1,1,1,65,1.0,1.0,20.0,10,10,bogo,32
75,0,1,0,0,1.0,,0.0,10,10,bogo,32
76,5,0,1,0,,0.0,3.0,3,7,discount,33
77,9,0,1,0,,0.0,2.0,2,10,discount,33
78,7,1,0,0,1.0,,0.0,0,0,informational,33
79,3,0,1,0,,0.0,5.0,5,5,bogo,33
80,8,1,1,22,1.0,1.0,5.0,5,5,bogo,33
81,7,1,0,0,1.0,,0.0,0,0,informational,34
82,3,1,1,14,1.0,0.0,5.0,5,5,bogo,34
83,0,1,0,10,1.0,,0.0,10,10,bogo,34
84,8,1,0,5,1.0,,0.0,5,5,bogo,34
85,2,1,0,22,1.0,,0.0,0,0,informational,35
86,1,1,1,55,1.0,1.0,10.0,10,10,bogo,35
87,7,1,0,0,0.0,,0.0,0,0,informational,35
88,3,1,1,101,1.0,1.0,10.0,5,5,bogo,35
89,0,1,1,70,1.0,1.0,10.0,10,10,bogo,35
90,9,0,1,0,,0.0,2.0,2,10,discount,36
91,7,1,0,1,1.0,,0.0,0,0,informational,36
92,0,0,0,0,,,0.0,10,10,bogo,36
93,8,1,1,5,1.0,1.0,5.0,5,5,bogo,36
94,5,1,1,20,1.0,1.0,3.0,3,7,discount,38
95,7,1,0,6,1.0,,0.0,0,0,informational,38
96,6,1,1,34,1.0,1.0,2.0,2,10,discount,38
97,5,1,0,0,1.0,,0.0,3,7,discount,39
98,9,0,0,0,,,0.0,2,10,discount,39
99,1,1,0,0,1.0,,0.0,10,10,bogo,39
100,7,1,0,0,1.0,,0.0,0,0,informational,39
101,8,1,1,8,1.0,1.0,5.0,5,5,bogo,39
102,6,1,0,0,1.0,,0.0,2,10,discount,39
103,5,1,1,23,1.0,1.0,3.0,3,7,discount,40
104,9,1,1,115,1.0,1.0,2.0,2,10,discount,40
105,8,1,1,5,1.0,0.0,5.0,5,5,bogo,40
106,4,0,0,0,,,0.0,5,20,discount,41
107,0,1,0,24,1.0,,0.0,10,10,bogo,41
108,5,1,1,31,1.0,1.0,3.0,3,7,discount,42
109,2,1,0,3,1.0,,0.0,0,0,informational,42
110,1,1,1,35,1.0,1.0,10.0,10,10,bogo,42
111,3,1,1,6,1.0,1.0,5.0,5,5,bogo,42
112,4,1,0,9,1.0,,0.0,5,20,discount,45
113,8,1,0,3,1.0,,0.0,5,5,bogo,45
114,6,1,1,21,1.0,1.0,2.0,2,10,discount,45
115,2,1,0,0,1.0,,0.0,0,0,informational,47
116,1,1,1,78,1.0,1.0,10.0,10,10,bogo,47
117,7,1,0,0,0.0,,0.0,0,0,informational,47
118,3,0,0,0,,,0.0,5,5,bogo,47
119,8,1,1,51,1.0,0.0,5.0,5,5,bogo,47
120,6,1,1,43,1.0,0.0,2.0,2,10,discount,47
121,4,0,0,0,,,0.0,5,20,discount,48
122,2,0,0,0,,,0.0,0,0,informational,48
123,1,1,0,11,1.0,,0.0,10,10,bogo,48
124,7,1,0,15,1.0,,0.0,0,0,informational,48
125,8,1,1,9,1.0,0.0,5.0,5,5,bogo,48
126,9,0,1,0,,0.0,2.0,2,10,discount,50
127,3,1,0,8,1.0,,0.0,5,5,bogo,50
128,0,1,1,136,1.0,1.0,10.0,10,10,bogo,50
129,1,1,0,0,1.0,,0.0,10,10,bogo,51
130,7,1,0,7,1.0,,0.0,0,0,informational,51
131,3,1,1,23,1.0,1.0,5.0,5,5,bogo,51
132,0,1,0,7,1.0,,0.0,10,10,bogo,51
133,4,0,0,0,,,0.0,5,20,discount,292
134,9,1,1,33,1.0,1.0,2.0,2,10,discount,292
135,1,1,1,11,1.0,1.0,10.0,10,10,bogo,292
136,6,1,1,20,1.0,1.0,2.0,2,10,discount,292
137,4,0,0,0,,,0.0,5,20,discount,299
138,3,1,1,17,1.0,1.0,5.0,5,5,bogo,299
139,0,1,1,63,1.0,0.0,10.0,10,10,bogo,299
140,4,1,1,45,1.0,1.0,5.0,5,20,discount,55
141,5,1,1,135,1.0,1.0,3.0,3,7,discount,55
142,9,1,1,95,1.0,0.0,2.0,2,10,discount,55
143,1,1,1,24,1.0,1.0,10.0,10,10,bogo,55
144,5,1,0,4,1.0,,0.0,3,7,discount,56
145,9,1,0,5,1.0,,0.0,2,10,discount,56
146,2,1,0,3,1.0,,0.0,0,0,informational,56
147,4,1,1,53,1.0,1.0,5.0,5,20,discount,309
148,7,1,0,0,1.0,,0.0,0,0,informational,309
149,3,1,1,42,1.0,1.0,10.0,5,5,bogo,309
150,4,1,1,90,1.0,1.0,5.0,5,20,discount,58
151,1,1,1,26,1.0,1.0,10.0,10,10,bogo,58
152,0,1,1,32,1.0,0.0,10.0,10,10,bogo,58
153,8,1,1,38,1.0,1.0,5.0,5,5,bogo,58
154,6,1,1,38,1.0,1.0,2.0,2,10,discount,58
155,5,1,1,138,1.0,0.3333333333333333,9.0,3,7,discount,61
156,8,1,1,25,1.0,1.0,5.0,5,5,bogo,61
157,6,1,1,19,1.0,0.0,2.0,2,10,discount,61
158,9,1,1,24,1.0,1.0,2.0,2,10,discount,62
159,0,1,1,13,1.0,1.0,10.0,10,10,bogo,62
160,6,1,1,75,1.0,1.0,2.0,2,10,discount,62
161,4,0,0,0,,,0.0,5,20,discount,9885
162,1,1,0,1,1.0,,0.0,10,10,bogo,9885
163,3,0,0,0,,,0.0,5,5,bogo,9885
164,6,1,1,36,1.0,0.5,4.0,2,10,discount,9885
165,5,1,1,42,1.0,1.0,3.0,3,7,discount,65
166,9,1,1,42,1.0,1.0,2.0,2,10,discount,65
167,1,1,1,0,1.0,0.0,10.0,10,10,bogo,65
168,8,1,1,93,1.0,1.0,10.0,5,5,bogo,65
169,9,1,1,85,1.0,1.0,2.0,2,10,discount,66
170,7,1,0,13,1.0,,0.0,0,0,informational,66
171,3,1,1,23,1.0,0.0,5.0,5,5,bogo,66
172,5,1,1,73,0.6666666666666666,0.3333333333333333,9.0,3,7,discount,67
173,7,1,0,45,1.0,,0.0,0,0,informational,67
174,8,1,1,27,1.0,1.0,5.0,5,5,bogo,67
175,6,1,1,111,1.0,1.0,2.0,2,10,discount,67
176,9,1,1,34,1.0,1.0,2.0,2,10,discount,69
177,7,1,0,0,1.0,,0.0,0,0,informational,69
178,0,0,0,0,,,0.0,10,10,bogo,69
179,5,1,1,26,1.0,1.0,3.0,3,7,discount,71
180,9,0,1,0,,0.0,4.0,2,10,discount,71
181,1,1,1,43,1.0,0.0,10.0,10,10,bogo,71
182,7,1,0,14,1.0,,0.0,0,0,informational,71
183,0,1,1,40,1.0,1.0,10.0,10,10,bogo,71
184,1,1,1,139,1.0,0.5,20.0,10,10,bogo,72
185,3,1,1,17,1.0,1.0,5.0,5,5,bogo,72
186,0,1,1,45,1.0,0.0,10.0,10,10,bogo,72
187,6,0,1,0,,0.0,2.0,2,10,discount,72
188,4,0,0,0,,,0.0,5,20,discount,73
189,9,0,0,0,,,0.0,2,10,discount,73
190,8,1,0,4,0.6666666666666666,,0.0,5,5,bogo,73
191,6,1,1,7,1.0,1.0,2.0,2,10,discount,73
192,5,1,1,33,1.0,1.0,3.0,3,7,discount,74
193,9,1,0,0,1.0,,0.0,2,10,discount,74
194,2,1,0,0,1.0,,0.0,0,0,informational,74
195,6,1,1,33,1.0,1.0,2.0,2,10,discount,74
196,4,1,1,96,1.0,1.0,5.0,5,20,discount,76
197,8,1,1,57,1.0,1.0,5.0,5,5,bogo,76
198,6,1,1,191,1.0,0.5,4.0,2,10,discount,76
199,5,1,1,8,1.0,1.0,3.0,3,7,discount,444
200,7,1,0,0,1.0,,0.0,0,0,informational,444
201,0,1,0,5,1.0,,0.0,10,10,bogo,444
202,6,1,1,18,1.0,1.0,2.0,2,10,discount,444
203,4,0,0,0,,,0.0,5,20,discount,82
204,7,1,0,8,1.0,,0.0,0,0,informational,82
205,8,1,0,8,1.0,,0.0,5,5,bogo,82
206,6,1,1,12,1.0,1.0,2.0,2,10,discount,82
207,2,0,0,0,,,0.0,0,0,informational,83
208,7,1,0,0,1.0,,0.0,0,0,informational,83
209,8,1,0,4,0.6666666666666666,,0.0,5,5,bogo,83
210,5,1,1,53,1.0,1.0,3.0,3,7,discount,85
211,9,1,0,0,1.0,,0.0,2,10,discount,85
212,7,1,0,0,0.0,,0.0,0,0,informational,85
213,0,1,1,33,1.0,0.0,10.0,10,10,bogo,85
214,8,1,1,22,1.0,0.0,5.0,5,5,bogo,85
215,5,1,1,97,1.0,1.0,3.0,3,7,discount,86
216,2,0,0,0,,,0.0,0,0,informational,86
217,6,1,1,450,1.0,1.0,6.0,2,10,discount,86
218,4,0,0,0,,,0.0,5,20,discount,14173
219,9,1,1,17,1.0,1.0,2.0,2,10,discount,14173
220,3,1,0,7,1.0,,0.0,5,5,bogo,14173
221,8,1,0,4,1.0,,0.0,5,5,bogo,14173
222,2,1,0,85,1.0,,0.0,0,0,informational,88
223,1,1,1,48,1.0,1.0,30.0,10,10,bogo,88
224,7,1,0,0,1.0,,0.0,0,0,informational,88
225,1,0,0,0,,,0.0,10,10,bogo,89
226,0,1,0,46,1.0,,0.0,10,10,bogo,89
227,6,1,1,25,1.0,0.5,4.0,2,10,discount,89
228,5,1,0,0,1.0,,0.0,3,7,discount,90
229,8,1,0,0,1.0,,0.0,5,5,bogo,90
230,5,1,1,61,1.0,1.0,3.0,3,7,discount,91
231,7,1,0,15,1.0,,0.0,0,0,informational,91
232,3,1,1,15,1.0,0.0,5.0,5,5,bogo,91
233,0,1,1,43,1.0,1.0,10.0,10,10,bogo,91
234,5,1,1,75,1.0,1.0,3.0,3,7,discount,43
235,9,0,1,0,,0.0,2.0,2,10,discount,43
236,1,1,1,0,1.0,0.0,10.0,10,10,bogo,43
237,3,1,1,0,1.0,0.0,5.0,5,5,bogo,43
238,8,1,0,0,1.0,,0.0,5,5,bogo,43
239,1,1,1,18,1.0,1.0,10.0,10,10,bogo,552
240,7,1,0,31,1.0,,0.0,0,0,informational,552
241,8,1,1,47,1.0,1.0,5.0,5,5,bogo,552
242,6,1,1,172,1.0,1.0,4.0,2,10,discount,552
243,4,0,0,0,,,0.0,5,20,discount,95
244,1,1,0,4,1.0,,0.0,10,10,bogo,95
245,7,1,0,6,1.0,,0.0,0,0,informational,95
246,6,1,1,1,1.0,1.0,2.0,2,10,discount,95
247,2,1,0,0,1.0,,0.0,0,0,informational,96
248,7,1,0,0,1.0,,0.0,0,0,informational,96
249,0,1,0,4,1.0,,0.0,10,10,bogo,96
250,6,1,1,12,1.0,1.0,2.0,2,10,discount,96
251,5,1,1,132,1.0,0.0,6.0,3,7,discount,97
252,9,1,1,54,1.0,1.0,2.0,2,10,discount,97
253,7,1,0,0,1.0,,0.0,0,0,informational,97
254,8,1,1,34,1.0,0.0,5.0,5,5,bogo,97
255,4,0,0,0,,,0.0,5,20,discount,98
256,7,0,0,0,,,0.0,0,0,informational,98
257,0,1,1,0,0.0,0.0,10.0,10,10,bogo,98
258,4,0,0,0,,,0.0,5,20,discount,99
259,9,0,1,0,,0.0,2.0,2,10,discount,99
260,2,0,0,0,,,0.0,0,0,informational,99
261,0,0,0,0,,,0.0,10,10,bogo,99
262,4,0,0,0,,,0.0,5,20,discount,101
263,2,0,0,0,,,0.0,0,0,informational,101
264,1,1,0,0,1.0,,0.0,10,10,bogo,101
265,0,1,0,1,1.0,,0.0,10,10,bogo,101
266,6,1,0,3,1.0,,0.0,2,10,discount,101
267,5,1,1,108,1.0,0.5,6.0,3,7,discount,102
268,9,0,1,0,,0.0,2.0,2,10,discount,102
269,2,1,0,26,1.0,,0.0,0,0,informational,102
270,1,1,1,49,1.0,1.0,10.0,10,10,bogo,102
271,8,1,1,79,1.0,1.0,5.0,5,5,bogo,102
272,5,1,0,0,1.0,,0.0,3,7,discount,103
273,9,0,0,0,,,0.0,2,10,discount,103
274,2,1,0,0,0.0,,0.0,0,0,informational,103
275,1,0,0,0,,,0.0,10,10,bogo,103
276,7,0,0,0,,,0.0,0,0,informational,103
277,5,1,0,0,1.0,,0.0,3,7,discount,104
278,1,1,0,0,1.0,,0.0,10,10,bogo,104
279,7,1,0,0,1.0,,0.0,0,0,informational,104
280,0,1,0,0,1.0,,0.0,10,10,bogo,104
281,8,1,0,1,1.0,,0.0,5,5,bogo,104
282,4,0,0,0,,,0.0,5,20,discount,105
283,2,0,0,0,,,0.0,0,0,informational,105
284,3,1,1,105,1.0,0.0,5.0,5,5,bogo,105
285,6,1,1,146,1.0,1.0,4.0,2,10,discount,105
286,5,1,1,32,1.0,1.0,3.0,3,7,discount,106
287,2,1,0,16,1.0,,0.0,0,0,informational,106
288,3,1,1,0,1.0,0.0,5.0,5,5,bogo,106
289,0,1,1,54,1.0,0.0,10.0,10,10,bogo,106
290,5,1,1,62,1.0,1.0,3.0,3,7,discount,107
291,1,1,1,40,1.0,1.0,10.0,10,10,bogo,107
292,0,1,1,45,1.0,1.0,10.0,10,10,bogo,107
293,8,1,1,46,1.0,1.0,5.0,5,5,bogo,107
294,6,1,1,87,1.0,1.0,2.0,2,10,discount,107
295,2,1,0,1,1.0,,0.0,0,0,informational,108
296,1,1,0,9,1.0,,0.0,10,10,bogo,108
297,3,0,0,0,,,0.0,5,5,bogo,108
298,0,1,0,15,1.0,,0.0,10,10,bogo,108
299,4,1,1,49,1.0,1.0,5.0,5,20,discount,109
300,2,1,0,13,1.0,,0.0,0,0,informational,109
301,8,1,1,48,1.0,0.0,5.0,5,5,bogo,109
302,6,1,1,174,1.0,1.0,4.0,2,10,discount,109
303,9,1,1,29,1.0,1.0,2.0,2,10,discount,110
304,1,1,1,48,1.0,1.0,20.0,10,10,bogo,110
305,0,0,1,0,,0.0,10.0,10,10,bogo,110
306,2,0,0,0,,,0.0,0,0,informational,111
307,1,1,0,5,1.0,,0.0,10,10,bogo,111
308,3,0,1,0,,0.0,5.0,5,5,bogo,111
309,0,1,0,0,1.0,,0.0,10,10,bogo,111
310,9,1,1,31,1.0,1.0,2.0,2,10,discount,112
311,1,1,1,25,1.0,0.0,10.0,10,10,bogo,112
312,7,1,0,51,1.0,,0.0,0,0,informational,112
313,8,1,1,548,1.0,1.0,5.0,5,5,bogo,112
314,9,0,1,0,,0.0,2.0,2,10,discount,113
315,1,1,1,24,1.0,1.0,10.0,10,10,bogo,113
316,3,0,1,0,,0.0,5.0,5,5,bogo,113
317,6,1,1,109,1.0,1.0,2.0,2,10,discount,113
318,2,0,0,0,,,0.0,0,0,informational,114
319,1,1,1,26,1.0,0.0,10.0,10,10,bogo,114
320,0,1,1,72,1.0,1.0,10.0,10,10,bogo,114
321,8,1,1,100,1.0,1.0,10.0,5,5,bogo,114
322,6,1,1,20,1.0,1.0,2.0,2,10,discount,114
323,5,1,1,168,1.0,1.0,6.0,3,7,discount,116
324,9,0,1,0,,0.0,2.0,2,10,discount,116
325,1,1,1,30,1.0,0.0,10.0,10,10,bogo,116
326,0,0,0,0,,,0.0,10,10,bogo,116
327,6,1,1,79,1.0,1.0,2.0,2,10,discount,116
328,5,1,1,86,0.6666666666666666,0.6666666666666666,9.0,3,7,discount,117
329,9,1,1,51,1.0,1.0,2.0,2,10,discount,117
330,0,1,0,0,1.0,,0.0,10,10,bogo,117
331,8,1,1,58,1.0,1.0,5.0,5,5,bogo,117
332,5,0,0,0,,,0.0,3,7,discount,656
333,1,1,0,0,1.0,,0.0,10,10,bogo,656
334,7,0,0,0,,,0.0,0,0,informational,656
335,3,0,0,0,,,0.0,5,5,bogo,656
336,0,0,0,0,,,0.0,10,10,bogo,656
337,5,1,1,19,1.0,1.0,3.0,3,7,discount,120
338,7,1,0,0,1.0,,0.0,0,0,informational,120
339,3,0,1,0,,0.0,5.0,5,5,bogo,120
340,5,1,0,5,1.0,,0.0,3,7,discount,121
341,1,1,0,10,1.0,,0.0,10,10,bogo,121
342,7,1,0,0,1.0,,0.0,0,0,informational,121
343,3,1,0,1,1.0,,0.0,5,5,bogo,121
344,8,1,0,10,1.0,,0.0,5,5,bogo,121
345,9,1,0,5,1.0,,0.0,2,10,discount,122
346,1,1,0,0,1.0,,0.0,10,10,bogo,122
347,7,1,0,2,0.6666666666666666,,0.0,0,0,informational,122
348,1,1,0,7,1.0,,0.0,10,10,bogo,123
349,3,1,1,7,1.0,1.0,5.0,5,5,bogo,123
350,0,1,0,0,1.0,,0.0,10,10,bogo,123
351,8,1,1,17,1.0,1.0,5.0,5,5,bogo,123
352,6,1,1,11,1.0,1.0,2.0,2,10,discount,123
353,4,0,0,0,,,0.0,5,20,discount,124
354,2,1,0,5,1.0,,0.0,0,0,informational,124
355,8,1,0,4,1.0,,0.0,5,5,bogo,124
356,9,1,1,17,1.0,1.0,2.0,2,10,discount,125
357,1,1,0,0,1.0,,0.0,10,10,bogo,125
358,7,1,0,19,1.0,,0.0,0,0,informational,125
359,0,1,1,17,1.0,0.0,10.0,10,10,bogo,125
360,5,1,0,0,1.0,,0.0,3,7,discount,126
361,7,1,0,1,1.0,,0.0,0,0,informational,126
362,0,1,0,0,1.0,,0.0,10,10,bogo,126
363,8,1,0,3,1.0,,0.0,5,5,bogo,126
364,5,1,0,0,1.0,,0.0,3,7,discount,127
365,9,0,0,0,,,0.0,2,10,discount,127
366,7,1,0,0,1.0,,0.0,0,0,informational,127
367,3,0,0,0,,,0.0,5,5,bogo,127
368,0,1,0,0,1.0,,0.0,10,10,bogo,127
369,5,1,1,14,1.0,1.0,3.0,3,7,discount,129
370,7,1,0,0,0.0,,0.0,0,0,informational,129
371,0,1,0,4,1.0,,0.0,10,10,bogo,129
372,6,1,0,2,1.0,,0.0,2,10,discount,129
373,2,1,0,0,1.0,,0.0,0,0,informational,739
374,1,1,1,0,1.0,0.0,10.0,10,10,bogo,739
375,7,1,0,0,1.0,,0.0,0,0,informational,739
376,6,1,1,19,1.0,1.0,2.0,2,10,discount,739
377,4,1,0,0,1.0,,0.0,5,20,discount,132
378,5,1,1,0,1.0,0.0,3.0,3,7,discount,132
379,2,1,0,0,1.0,,0.0,0,0,informational,132
380,1,1,0,0,1.0,,0.0,10,10,bogo,132
381,3,1,1,12,1.0,1.0,5.0,5,5,bogo,132
382,2,0,0,0,,,0.0,0,0,informational,133
383,0,1,1,135,1.0,0.5,20.0,10,10,bogo,133
384,8,1,1,68,1.0,1.0,5.0,5,5,bogo,133
385,9,1,0,0,1.0,,0.0,2,10,discount,764
386,7,1,0,0,1.0,,0.0,0,0,informational,764
387,3,0,0,0,,,0.0,5,5,bogo,764
388,0,1,0,0,1.0,,0.0,10,10,bogo,764
389,8,1,0,1,1.0,,0.0,5,5,bogo,764
390,2,1,0,37,1.0,,0.0,0,0,informational,135
391,0,1,1,127,1.0,0.5,20.0,10,10,bogo,135
392,9,0,1,0,,0.0,2.0,2,10,discount,776
393,2,1,0,0,1.0,,0.0,0,0,informational,776
394,1,1,1,13,1.0,0.0,10.0,10,10,bogo,776
395,4,0,1,0,,0.0,5.0,5,20,discount,139
396,1,1,0,0,1.0,,0.0,10,10,bogo,139
397,7,1,0,0,1.0,,0.0,0,0,informational,139
398,4,1,0,0,1.0,,0.0,5,20,discount,141
399,3,1,1,19,1.0,1.0,5.0,5,5,bogo,141
400,8,1,1,34,1.0,1.0,5.0,5,5,bogo,141
401,5,1,1,60,1.0,0.0,3.0,3,7,discount,145
402,7,1,0,27,1.0,,0.0,0,0,informational,145
403,8,1,1,29,1.0,1.0,5.0,5,5,bogo,145
404,6,1,1,39,1.0,1.0,2.0,2,10,discount,145
405,9,1,1,15,1.0,1.0,2.0,2,10,discount,146
406,2,1,0,0,1.0,,0.0,0,0,informational,146
407,0,1,1,24,1.0,0.0,10.0,10,10,bogo,146
408,4,0,0,0,,,0.0,5,20,discount,147
409,5,1,0,0,1.0,,0.0,3,7,discount,147
410,3,0,0,0,,,0.0,5,5,bogo,147
411,8,1,0,0,1.0,,0.0,5,5,bogo,147
412,4,1,1,45,1.0,1.0,5.0,5,20,discount,4220
413,2,1,0,34,1.0,,0.0,0,0,informational,4220
414,1,1,1,0,1.0,0.0,10.0,10,10,bogo,4220
415,8,1,0,0,1.0,,0.0,5,5,bogo,4220
416,2,1,0,44,1.0,,0.0,0,0,informational,151
417,7,1,0,400,1.0,,0.0,0,0,informational,151
418,6,1,1,73,1.0,0.0,2.0,2,10,discount,151
419,4,1,0,8,1.0,,0.0,5,20,discount,153
420,5,1,0,0,1.0,,0.0,3,7,discount,153
421,7,1,0,8,1.0,,0.0,0,0,informational,153
422,0,1,0,0,1.0,,0.0,10,10,bogo,153
423,6,1,0,0,1.0,,0.0,2,10,discount,153
424,2,1,0,0,1.0,,0.0,0,0,informational,154
425,1,1,1,32,1.0,1.0,10.0,10,10,bogo,154
426,7,1,0,0,1.0,,0.0,0,0,informational,154
427,4,0,0,0,,,0.0,5,20,discount,155
428,9,0,0,0,,,0.0,2,10,discount,155
429,1,1,0,4,1.0,,0.0,10,10,bogo,155
430,3,0,0,0,,,0.0,5,5,bogo,155
431,8,1,0,0,1.0,,0.0,5,5,bogo,155
432,6,1,0,1,1.0,,0.0,2,10,discount,155
433,4,0,0,0,,,0.0,5,20,discount,156
434,5,1,1,9,1.0,1.0,6.0,3,7,discount,156
435,9,0,0,0,,,0.0,2,10,discount,156
436,3,1,0,9,1.0,,0.0,5,5,bogo,156
437,5,1,1,9,1.0,1.0,3.0,3,7,discount,158
438,9,1,0,9,1.0,,0.0,2,10,discount,158
439,2,1,0,0,1.0,,0.0,0,0,informational,158
440,1,1,0,0,1.0,,0.0,10,10,bogo,158
441,7,1,0,0,1.0,,0.0,0,0,informational,158
442,4,0,0,0,,,0.0,5,20,discount,159
443,5,1,0,1,1.0,,0.0,3,7,discount,159
444,7,1,0,2,1.0,,0.0,0,0,informational,159
445,3,0,1,0,,0.0,5.0,5,5,bogo,160
446,0,1,1,100,1.0,1.0,20.0,10,10,bogo,160
447,5,1,1,37,1.0,1.0,3.0,3,7,discount,161
448,9,0,1,0,,0.0,2.0,2,10,discount,161
449,1,1,0,0,1.0,,0.0,10,10,bogo,161
450,0,1,1,14,1.0,1.0,10.0,10,10,bogo,161
451,6,1,1,79,1.0,1.0,4.0,2,10,discount,161
452,2,0,0,0,,,0.0,0,0,informational,162
453,1,1,1,20,1.0,1.0,10.0,10,10,bogo,162
454,3,0,1,0,,0.0,5.0,5,5,bogo,162
455,8,1,0,0,1.0,,0.0,5,5,bogo,162
456,6,1,0,0,1.0,,0.0,2,10,discount,162
457,4,1,0,12,1.0,,0.0,5,20,discount,163
458,9,1,0,0,1.0,,0.0,2,10,discount,163
459,7,1,0,12,1.0,,0.0,0,0,informational,163
460,3,1,1,13,1.0,1.0,5.0,5,5,bogo,163
461,1,1,0,9,1.0,,0.0,10,10,bogo,164
462,7,1,0,0,1.0,,0.0,0,0,informational,164
463,0,1,0,0,1.0,,0.0,10,10,bogo,164
464,8,1,0,1,1.0,,0.0,5,5,bogo,164
465,6,1,0,8,1.0,,0.0,2,10,discount,164
466,5,1,1,44,0.6666666666666666,0.6666666666666666,9.0,3,7,discount,653
467,2,0,0,0,,,0.0,0,0,informational,653
468,7,0,0,0,,,0.0,0,0,informational,653
469,3,0,1,0,,0.0,5.0,5,5,bogo,653
470,0,1,0,26,1.0,,0.0,10,10,bogo,653
